date,client_id,amount,type,category
2021-11-11,C077,1740.52,income,Partial
2021-12-09,C088,6172.27,income,Partial
2021-12-13,C088,9258.41,income,Partial
2021-11-19,C089,5766.81,income,Service
2021-11-04,C092,3509.1,income,UNKNOWN_ERROR
2021-11-07,C095,11682.44,income,Service
2021-11-17,C097,1206.16,income,Service
2021-11-05,C099,13526.36,income,Service
2021-12-01,SELF,1200.0,expense,Rent
2022-01-03,C001,2009.65,income,Partial
2022-01-07,C001,3014.48,income,Partial
2022-01-07,C002,598.1,income,Service
2021-12-10,C003,896.14,income,Partial
2021-12-14,C003,1344.2,income,Partial
2021-12-26,C004,8885.77,income,Service
2021-12-07,C005,2520.92,income,Partial
2021-12-11,C005,3781.38,income,Partial
2021-12-31,C006,10171.29,income,Service
2022-01-01,,1366.28,income,Service
2022-01-02,C008,3373.32,income,Partial
2022-01-06,C008,5059.98,income,Partial
2021-12-20,C009,9891.23,income,Service
2021-12-04,C010,6267.1,income,Service
2021-12-07,C011,4549.6,income,Service
2021-12-26,C012,12431.85,income,Service
2021-12-30,C014,4994.86,income,Service
2021-12-20,C015,876.79,income,Partial
2021-12-24,C015,1315.19,income,Partial
2021-12-20,C017,4684.95,income,Service
2022-01-01,C018,7244.51,income,Service
2021-12-16,C019,6612.53,income,Service
2022-01-06,C022,871.37,income,Service
2021-12-23,C024,10336.53,income,Service
2021-12-30,C026,2504.8,income,Partial
2022-01-03,C026,3757.19,income,Partial
2022-01-13,C027,5897.03,income,Service
2022-01-14,C028,6043.04,income,UNKNOWN_ERROR
2021-12-05,C029,2129.15,income,Partial
2021-12-09,C029,3193.72,income,Partial
2021-12-15,C030,5530.68,income,Service
2022-01-06,C031,1675.55,income,UNKNOWN_ERROR
2022-01-02,C032,3882.69,income,UNKNOWN_ERROR
2022-01-13,C034,5940.83,income,Service
2022-01-15,C035,11625.55,income,Service
2022-01-04,C036,4760.27,income,Service
2022-01-15,C037,7077.62,income,Service
2021-12-05,C039,8847.13,income,Service
2021-12-02,C044,13009.79,income,UNKNOWN_ERROR
2022-01-04,C045,1198.68,income,Service
2021-12-31,C046,5023.61,income,Service
2021-12-26,C050,247.32,income,Partial
2021-12-30,C050,370.98,income,Partial
2021-12-31,C053,3540.76,income,Service
2021-12-02,C055,1326.52,income,Service
2021-12-05,C056,14024.1,income,Service
2021-12-20,C059,3791.58,income,Service
2021-12-22,C061,1539.01,income,Service
2021-12-26,C064,3485.74,income,Service
2022-01-11,C069,7340.58,income,Service
2021-12-26,C073,426.56,income,Partial
2021-12-30,C073,639.83,income,UNKNOWN_ERROR
2022-01-11,C076,1999.68,income,Service
2021-12-05,C077,706.48,income,Partial
2021-12-09,C077,1059.71,income,Partial
2021-12-12,C080,2846.14,income,Service
2021-12-05,C089,10366.34,income,Service
2021-12-31,C090,5387.27,income,Service
2021-12-17,,2219.01,income,Partial
2021-12-21,C091,3328.52,income,Partial
2022-01-05,C093,739.29,income,Partial
2022-01-09,C093,1108.94,income,Partial
2022-01-15,C097,175.16,income,Partial
2022-01-19,C097,262.74,income,Partial
2021-12-05,C098,15031.37,income,Service
2022-01-11,C100,6165.94,income,Partial
2022-01-15,C100,9248.92,income,Partial
2022-01-01,SELF,1200.0,expense,Rent
2022-01-30,C002,584.72,income,UNKNOWN_ERROR
2022-01-06,C003,2337.1,income,Service
2022-02-07,C004,9306.54,income,Service
2022-01-04,C005,6200.0,income,Service
2022-02-09,C006,9939.29,income,Service
2022-01-20,C007,1455.8,income,Service
2022-01-04,C008,8144.78,income,Service
2022-01-14,C009,10115.12,income,Service
2022-02-10,C010,6064.29,income,Service
2022-02-09,C014,9032.75,income,Service
2022-02-02,C015,904.64,income,Partial
2022-02-06,C015,1356.95,income,Partial
2022-02-10,C016,9854.33,income,Service
2022-01-07,C018,7896.29,income,Service
2022-01-06,C019,6998.37,income,Service
2022-01-25,C020,2610.65,income,Service
2022-01-29,C024,2348.93,income,Partial
2022-02-02,C024,3523.4,income,Partial
2022-02-08,C025,919.34,income,Service
2022-01-25,C026,6764.31,income,UNKNOWN_ERROR
2022-01-06,C028,5478.97,income,Service
2022-01-05,C029,6474.72,income,Service
2022-01-05,C029,6474.72,income,Service
2022-02-10,C030,6238.66,income,Service
2022-01-18,,1081.95,income,Service
2022-01-14,C032,1372.96,income,Partial
2022-01-18,C032,2059.44,income,Partial
2022-01-13,C033,6143.99,income,Service
2022-01-11,C034,6091.93,income,UNKNOWN_ERROR
2022-01-03,C035,8884.57,income,Service
2022-01-28,C036,975.41,income,Partial
2022-02-01,C036,1463.11,income,Partial
2022-01-19,C039,10244.68,income,Service
2022-01-05,C040,2785.59,income,Service
2022-01-23,C041,5897.99,income,Service
2022-01-24,C044,6983.31,income,Service
2022-02-08,C045,1467.86,income,Service
2022-01-16,C046,8403.97,income,Service
2022-01-25,C047,600.7,income,Partial
2022-01-29,C047,901.06,income,Partial
2022-01-25,C047,1501.76,income,Service
2022-02-12,C048,14261.09,income,Service
2022-01-04,C050,741.08,income,Service
2022-02-11,C055,1309.74,income,Service
2022-01-03,C059,8828.8,income,Service
2022-01-12,C071,13118.17,income,Service
2022-01-23,C074,8436.76,income,Service
2022-02-04,C075,10499.29,income,Service
2022-02-04,C077,5044.03,income,Service
2022-02-04,C078,343.3,income,UNKNOWN_ERROR
2022-01-08,C080,2347.39,income,Service
2022-01-08,C081,2358.97,income,Service
2022-02-11,C083,15128.67,income,Service
2022-02-01,C090,4268.03,income,Service
2022-02-07,C094,3957.88,income,Partial
2022-02-11,,5936.82,income,UNKNOWN_ERROR
2022-02-14,C097,2039.19,income,Service
2022-01-06,C098,4739.7,income,Service
2022-02-01,SELF,1200.0,expense,Rent
2022-03-13,C001,4677.31,income,UNKNOWN_ERROR
2022-02-15,C002,560.54,income,Service
2022-02-17,C003,893.7,income,Partial
2022-02-21,C003,1340.56,income,UNKNOWN_ERROR
2022-02-18,C004,3507.18,income,Partial
2022-02-22,,5260.76,income,Partial
2022-03-10,C005,6252.56,income,Service
2022-03-05,C006,9844.53,income,Service
2022-03-07,C007,1477.69,income,Service
2022-02-20,C008,8654.34,income,Service
2022-03-18,C009,4092.52,income,Partial
2022-03-22,C009,6138.78,income,Partial
2022-03-15,C013,1194.04,income,Service
2022-02-05,C020,1082.53,income,Partial
2022-02-09,C020,1623.8,income,Partial
2022-02-05,C022,1611.48,income,Service
2022-02-05,C022,1611.48,income,Service
2022-02-27,C024,8696.55,income,Service
2022-02-28,C026,6668.4,income,Service
2022-03-01,C030,7889.27,income,Service
2022-02-05,C033,10661.38,income,Service
2022-02-07,C034,8337.23,income,Service
2022-03-01,C035,14344.82,income,Service
2022-02-09,C036,4724.1,income,Service
2022-02-17,C037,11076.74,income,Service
2022-02-26,C038,6497.47,income,UNKNOWN_ERROR
2022-02-21,C041,8622.8,income,UNKNOWN_ERROR
2022-03-17,C046,6227.67,income,Service
2022-03-15,C048,7885.13,income,Service
2022-02-13,C050,1310.1,income,Service
2022-02-02,C052,3941.66,income,UNKNOWN_ERROR
2022-02-12,C053,2924.14,income,Service
2022-02-02,C055,1609.3,income,Service
2022-02-13,C061,3314.54,income,Partial
2022-02-17,C061,4971.8,income,Partial
2022-02-15,C062,6826.9,income,UNKNOWN_ERROR
2022-03-10,C067,1801.38,income,Service
2022-03-18,C068,2503.3,income,UNKNOWN_ERROR
2022-03-22,C068,3754.95,income,Partial
2022-03-17,,2221.79,income,Partial
2022-03-21,C069,3332.69,income,Partial
2022-02-03,C072,3854.55,income,Service
2022-03-09,C077,1651.43,income,Service
2022-03-03,C087,590.9,income,Partial
2022-03-07,C087,886.35,income,Partial
2022-02-21,C089,8373.89,income,Service
2022-03-04,C091,20314.08,income,Service
2022-03-04,,7218.62,income,UNKNOWN_ERROR
2022-03-08,C095,10827.94,income,Partial
2022-02-21,C097,2532.48,income,Service
2022-03-01,SELF,1200.0,expense,Rent
2022-04-09,C001,4791.45,income,Service
2022-04-11,C002,564.75,income,Service
2022-04-04,C003,2162.75,income,Service
2022-03-21,,8885.52,income,Service
2022-03-06,C005,5924.07,income,Service
2022-03-27,C006,3905.86,income,Partial
2022-03-31,C006,5858.78,income,Partial
2022-03-27,C007,550.05,income,UNKNOWN_ERROR
2022-03-31,C007,825.07,income,Partial
2022-03-13,C008,8631.27,income,Service
2022-03-14,C009,10018.83,income,Service
2022-04-03,C010,6375.17,income,Service
2022-03-19,C011,2384.4,income,UNKNOWN_ERROR
2022-03-23,C011,3576.6,income,Partial
2022-03-28,C012,3318.18,income,Partial
2022-04-01,C012,4977.27,income,Partial
2022-04-12,C017,5694.26,income,Service
2022-04-14,C018,11722.57,income,UNKNOWN_ERROR
2022-04-11,C021,1925.1,income,Partial
2022-04-15,C021,2887.65,income,Partial
2022-03-16,C022,1261.31,income,Service
2022-03-29,C023,5992.45,income,Partial
2022-04-02,C023,8988.68,income,Partial
2022-04-04,C024,9620.87,income,Service
2022-03-08,C029,7498.55,income,Service
2022-03-12,C031,423.31,income,Partial
2022-03-16,,634.96,income,Partial
2022-03-12,C031,1058.27,income,UNKNOWN_ERROR
2022-04-05,C032,1779.48,income,Partial
2022-04-09,C032,2669.21,income,Partial
2022-04-12,,4697.91,income,Service
2022-04-13,C035,10697.85,income,Service
2022-03-28,C041,10485.66,income,Service
2022-03-07,C042,7268.11,income,Service
2022-03-07,C042,7268.11,income,Service
2022-04-09,C043,4624.81,income,Service
2022-03-21,C048,12626.43,income,Service
2022-03-15,C049,9463.81,income,Service
2022-03-27,C050,1027.08,income,Service
2022-04-15,C051,769.78,income,Service
2022-04-02,C052,2036.07,income,Service
2022-03-08,C059,12885.25,income,Service
2022-03-12,C064,2720.75,income,Service
2022-03-19,C065,957.12,income,Partial
2022-03-23,C065,1435.69,income,Partial
2022-03-07,C070,16807.56,income,Service
2022-03-25,C078,1025.47,income,Partial
2022-03-29,C078,1538.21,income,Partial
2022-03-11,,4144.82,income,Service
2022-04-03,C085,322.66,income,Service
2022-03-02,C086,8161.71,income,Service
2022-03-20,C087,550.44,income,Service
2022-03-08,C088,14163.29,income,UNKNOWN_ERROR
2022-04-04,C089,13118.62,income,Service
2022-04-03,C090,2386.51,income,UNKNOWN_ERROR
2022-04-07,C090,3579.76,income,Partial
2022-03-19,C097,1708.99,income,Service
2022-03-06,C099,6651.85,income,Service
2022-04-01,SELF,1200.0,expense,Rent
2022-04-02,C001,5026.26,income,Service
2022-04-15,C002,598.17,income,Service
2022-04-17,C003,2360.2,income,Service
2022-04-03,C004,9427.2,income,Service
2022-05-01,C005,5760.94,income,Service
2022-04-05,C006,10258.66,income,Service
2022-04-05,C006,10258.66,income,UNKNOWN_ERROR
2022-05-08,C007,575.39,income,Partial
2022-05-12,C007,863.09,income,UNKNOWN_ERROR
2022-05-15,C008,8182.86,income,Service
2022-04-24,C009,10610.99,income,Service
2022-04-27,C010,2448.3,income,Partial
2022-05-01,C010,3672.45,income,Partial
2022-04-04,C014,1811.7,income,Partial
2022-04-08,C014,2717.55,income,Partial
2022-04-04,C018,11495.65,income,Service
2022-05-05,C019,10664.6,income,Service
2022-05-05,C019,10664.6,income,UNKNOWN_ERROR
2022-04-27,C020,2377.75,income,Service
2022-04-12,C024,5763.08,income,Service
2022-05-08,C027,4017.79,income,Service
2022-04-29,C028,5342.21,income,Service
2022-05-06,C029,3104.92,income,Partial
2022-05-10,C029,4657.38,income,Partial
2022-05-11,C030,1640.53,income,Partial
2022-05-15,C030,2460.8,income,UNKNOWN_ERROR
2022-05-12,C031,322.7,income,Partial
2022-05-16,C031,484.05,income,Partial
2022-05-16,C033,3039.7,income,UNKNOWN_ERROR
2022-05-20,C033,4559.55,income,Partial
2022-04-23,C034,4074.35,income,Service
2022-04-27,C036,2971.39,income,Service
2022-05-03,C037,2705.89,income,Partial
2022-05-07,,4058.84,income,Partial
2022-05-09,C040,3934.47,income,Service
2022-04-12,C042,8756.18,income,Service
2022-04-03,C045,1271.13,income,Service
2022-04-13,C046,3656.6,income,Partial
2022-04-17,C046,5484.9,income,Partial
2022-04-05,C047,606.5,income,Partial
2022-04-09,C047,909.76,income,Partial
2022-04-27,C048,11818.48,income,Service
2022-05-02,C049,11904.6,income,Service
2022-04-26,C056,3593.66,income,Service
2022-05-03,C060,2167.51,income,Partial
2022-05-07,C060,3251.26,income,Partial
2022-04-19,C063,4160.17,income,Service
2022-04-08,C064,3112.05,income,Service
2022-04-05,C065,2252.41,income,Service
2022-05-06,C070,3538.69,income,Partial
2022-05-10,C070,5308.04,income,Partial
2022-04-21,C071,15162.68,income,Service
2022-04-16,C076,859.27,income,Partial
2022-04-20,C076,1288.9,income,Partial
2022-04-27,C078,1145.09,income,Service
2022-05-05,C079,656.29,income,UNKNOWN_ERROR
2022-05-09,C079,984.43,income,Partial
2022-04-16,C081,5101.14,income,Service
2022-04-09,C084,6994.54,income,Service
2022-04-30,C085,1444.28,income,Service
2022-04-24,C093,3834.14,income,Partial
2022-04-28,C093,5751.21,income,Partial
2022-05-04,C095,14125.76,income,Service
2022-05-08,C096,12756.32,income,Service
2022-05-01,SELF,1200.0,expense,Rent
2022-05-20,C001,4850.42,income,UNKNOWN_ERROR
2022-05-03,,236.21,income,Partial
2022-05-07,C002,354.32,income,Partial
2022-05-11,C003,2176.16,income,Service
2022-05-21,C004,8929.86,income,Service
2022-06-06,C005,6234.88,income,Service
2022-05-30,C006,10225.62,income,Service
2022-05-20,C007,1488.91,income,UNKNOWN_ERROR
2022-05-22,C008,8327.17,income,Service
2022-05-30,C009,9974.99,income,Service
2022-05-24,C010,6269.29,income,Service
2022-05-21,C011,7672.99,income,Service
2022-06-09,C012,10352.24,income,Service
2022-05-28,C013,754.8,income,Partial
2022-06-01,C013,1132.2,income,Partial
2022-05-25,C014,6108.27,income,UNKNOWN_ERROR
2022-06-06,C015,1851.83,income,Service
2022-05-21,C016,5281.8,income,Partial
2022-05-25,C016,7922.7,income,Partial
2022-05-16,C017,5684.5,income,Service
2022-05-16,C017,5684.5,income,Service
2022-06-15,C018,9138.54,income,Service
2022-05-21,C020,2288.2,income,Service
2022-05-12,C021,5091.33,income,Service
2022-05-03,C024,9420.01,income,Service
2022-06-07,C025,1296.81,income,Service
2022-05-31,C026,5808.95,income,Service
2022-05-25,,1278.77,income,Partial
2022-05-29,C027,1918.16,income,Partial
2022-05-22,C028,3076.99,income,Service
2022-05-24,C029,2598.1,income,Partial
2022-05-28,C029,3897.15,income,UNKNOWN_ERROR
2022-05-21,C030,6264.46,income,UNKNOWN_ERROR
2022-05-02,C033,9553.73,income,Service
2022-05-18,C036,3145.02,income,Service
2022-05-06,C037,10552.46,income,Service
2022-05-26,C039,8003.51,income,Service
2022-05-12,C040,3233.8,income,Service
2022-06-07,C041,5859.66,income,Service
2022-05-10,C043,7045.8,income,Service
2022-05-28,C044,7701.6,income,UNKNOWN_ERROR
2022-05-05,C045,1424.53,income,Service
2022-06-13,C046,2379.29,income,Partial
2022-06-17,C046,3568.93,income,Partial
2022-05-25,C047,957.59,income,Service
2022-05-04,C048,14688.5,income,Service
2022-06-15,C049,10531.28,income,Service
2022-05-07,C050,1013.53,income,UNKNOWN_ERROR
2022-05-21,C053,1234.38,income,Partial
2022-05-25,C053,1851.57,income,Partial
2022-05-16,C054,10310.82,income,Service
2022-06-04,C056,12732.6,income,Service
2022-05-13,C058,3781.49,income,Service
2022-05-06,C060,1273.27,income,Service
2022-05-18,C063,940.86,income,Service
2022-05-27,C064,4263.14,income,Service
2022-05-30,C066,1054.98,income,Service
2022-06-11,C070,15650.55,income,Service
2022-06-07,C078,924.46,income,Partial
2022-06-11,C078,1386.69,income,Partial
2022-05-03,C085,2246.98,income,Service
2022-05-29,C089,2231.74,income,Service
2022-05-04,C094,13366.21,income,Service
2022-05-08,C095,9743.21,income,Service
2022-06-01,SELF,1200.0,expense,Rent
2022-06-02,C001,4699.07,income,Service
2022-06-02,C001,4699.07,income,UNKNOWN_ERROR
2022-06-05,C002,592.49,income,Service
2022-07-15,C003,2158.73,income,Service
2022-07-02,C004,9003.71,income,Service
2022-07-13,C005,2422.8,income,Partial
2022-07-17,C005,3634.21,income,Partial
2022-07-03,C006,9896.63,income,Service
2022-06-12,C007,1383.81,income,Service
2022-06-28,C009,10486.17,income,Service
2022-06-12,C010,6405.3,income,Service
2022-07-11,C011,6104.59,income,Service
2022-06-09,C012,9614.56,income,Service
2022-06-30,C013,1250.1,income,Service
2022-06-28,C016,6491.68,income,Service
2022-06-16,C017,1673.71,income,Partial
2022-06-20,C017,2510.57,income,Partial
2022-06-29,C018,4361.56,income,Partial
2022-07-03,C018,6542.34,income,Partial
2022-07-16,C019,12904.41,income,Service
2022-06-07,C020,1926.64,income,Service
2022-07-10,C023,13811.37,income,Service
2022-07-07,C024,4304.18,income,UNKNOWN_ERROR
2022-07-11,C024,6456.27,income,Partial
2022-07-05,C025,2003.28,income,Service
2022-06-12,C028,2696.05,income,Service
2022-07-06,C029,7059.81,income,Service
2022-06-08,C033,13299.97,income,Service
2022-06-08,C035,8338.63,income,Service
2022-06-03,C036,4884.13,income,Service
2022-06-03,C037,9838.09,income,Service
2022-07-05,C039,13008.64,income,Service
2022-06-07,C040,2796.63,income,Service
2022-06-05,C042,3778.65,income,Partial
2022-06-09,C042,5667.97,income,Partial
2022-06-19,C043,2576.54,income,Partial
2022-06-23,C043,3864.81,income,Partial
2022-07-12,C044,7242.93,income,Service
2022-06-02,C047,946.63,income,Service
2022-06-28,C048,4178.72,income,UNKNOWN_ERROR
2022-07-02,C048,6268.09,income,Partial
2022-06-25,C050,1212.32,income,Service
2022-07-08,C051,3872.77,income,Service
2022-06-17,C053,2771.56,income,Service
2022-06-14,C058,4708.35,income,Service
2022-06-27,C059,10595.41,income,Service
2022-06-16,C061,1296.35,income,Service
2022-07-03,C062,10969.02,income,Service
2022-06-16,C067,2499.83,income,Service
2022-07-13,C070,3211.34,income,Partial
2022-07-17,C070,4817.01,income,Partial
2022-07-14,C077,1677.97,income,Service
2022-06-19,C078,580.54,income,Partial
2022-06-23,C078,870.81,income,Partial
2022-07-16,C080,3443.92,income,Service
2022-06-17,C081,6698.05,income,Service
2022-06-27,C082,8704.99,income,Service
2022-07-14,C084,4048.81,income,Partial
2022-07-18,C084,6073.22,income,Partial
2022-06-15,C088,6553.53,income,Service
2022-07-03,C089,3215.23,income,Service
2022-07-08,,6723.33,income,Service
2022-06-16,,11419.49,income,Service
2022-06-06,C096,4801.36,income,Service
2022-06-26,C099,11299.85,income,Service
2022-07-01,SELF,1200.0,expense,Rent
2022-07-26,C001,4997.21,income,Service
2022-07-08,C002,579.47,income,Service
2022-07-03,C003,2333.62,income,Service
2022-07-19,C004,8996.51,income,UNKNOWN_ERROR
2022-08-03,C005,6326.78,income,Service
2022-07-30,C006,10463.88,income,Service
2022-07-11,,575.21,income,Partial
2022-07-15,C007,862.81,income,Partial
2022-07-22,C008,3229.36,income,UNKNOWN_ERROR
2022-07-26,C008,4844.03,income,Partial
2022-07-22,C009,10668.5,income,Service
2022-07-30,,6380.35,income,Service
2022-07-05,C013,1504.57,income,Service
2022-07-08,C014,8097.64,income,Service
2022-07-21,C016,4992.58,income,Partial
2022-07-25,C016,7488.87,income,Partial
2022-07-07,C018,3831.65,income,Partial
2022-07-11,C018,5747.48,income,Partial
2022-07-11,C020,960.44,income,Partial
2022-07-15,C020,1440.66,income,Partial
2022-07-10,C022,1506.1,income,Service
2022-08-11,C023,5011.64,income,Partial
2022-08-15,C023,7517.47,income,Partial
2022-08-12,C024,10756.67,income,Service
2022-07-31,C025,1328.02,income,Service
2022-08-10,C026,8140.5,income,UNKNOWN_ERROR
2022-08-14,C027,1555.57,income,Partial
2022-08-18,C027,2333.36,income,Partial
2022-07-16,C029,6267.74,income,Service
2022-08-05,C030,2440.47,income,Partial
2022-08-09,C030,3660.71,income,Partial
2022-08-12,C031,1561.75,income,UNKNOWN_ERROR
2022-07-26,C032,3855.45,income,Service
2022-07-06,C034,5453.01,income,Service
2022-07-17,C035,15495.54,income,Service
2022-08-13,C038,14987.72,income,Service
2022-07-26,C039,10292.66,income,Service
2022-07-05,C040,2601.08,income,Service
2022-07-15,C041,7586.66,income,Service
2022-07-12,C042,8188.08,income,Service
2022-07-26,C043,7329.52,income,Service
2022-08-07,C044,4212.5,income,Partial
2022-08-11,C044,6318.76,income,Partial
2022-07-10,C047,769.76,income,Service
2022-07-04,C048,9346.59,income,Service
2022-07-06,C049,9728.48,income,Service
2022-08-10,C050,802.92,income,UNKNOWN_ERROR
2022-08-10,C050,802.92,income,UNKNOWN_ERROR
2022-07-18,C057,9777.86,income,Service
2022-07-29,C060,967.43,income,UNKNOWN_ERROR
2022-08-02,C060,1451.14,income,Partial
2022-07-09,C063,4961.44,income,Service
2022-07-09,,2807.89,income,Service
2022-07-12,C074,3589.21,income,Service
2022-07-28,C075,8016.57,income,Service
2022-08-13,C077,4959.83,income,Service
2022-07-16,C082,4441.3,income,Service
2022-07-20,C084,1101.98,income,Partial
2022-07-24,C084,1652.97,income,Partial
2022-08-02,C085,1149.07,income,Service
2022-07-04,C087,699.79,income,Service
2022-07-22,C089,3897.68,income,Service
2022-07-12,C094,12481.29,income,Service
2022-07-03,C097,1149.33,income,Service
2022-07-03,C097,1149.33,income,Service
2022-07-28,C098,6321.84,income,Service
2022-08-06,C099,9482.25,income,UNKNOWN_ERROR
2022-08-10,C100,7456.68,income,Service
2022-08-10,C100,7456.68,income,Service
2022-08-01,SELF,1200.0,expense,Rent
2022-08-10,SELF,2519.0,expense,
2022-08-10,C001,2027.94,income,Partial
2022-08-14,C001,3041.91,income,Partial
2022-08-30,C002,224.22,income,Partial
2022-09-03,C002,336.33,income,UNKNOWN_ERROR
2022-09-12,C003,2151.2,income,Service
2022-08-26,C004,9455.11,income,UNKNOWN_ERROR
2022-08-26,C005,6326.56,income,Service
2022-08-05,C006,10680.37,income,Service
2022-08-29,,1370.16,income,UNKNOWN_ERROR
2022-09-08,C008,3359.39,income,Partial
2022-09-12,C008,5039.09,income,Partial
2022-08-03,C009,10614.79,income,Service
2022-09-04,C010,5890.64,income,Service
2022-09-08,C012,4064.01,income,Partial
2022-09-12,C012,6096.02,income,Partial
2022-09-10,C015,1344.73,income,Partial
2022-09-14,C015,2017.1,income,Partial
2022-08-13,C017,3885.5,income,UNKNOWN_ERROR
2022-08-16,C018,9884.56,income,Service
2022-09-08,C020,2176.46,income,Service
2022-08-12,C023,13375.5,income,UNKNOWN_ERROR
2022-08-11,C024,11417.89,income,Service
2022-08-31,C025,1455.9,income,Service
2022-08-31,C025,1455.9,income,Service
2022-08-18,C026,5648.13,income,Service
2022-08-30,C027,4535.15,income,Service
2022-08-04,C028,4071.11,income,Service
2022-08-09,C029,6034.62,income,Service
2022-09-01,,4386.66,income,Service
2022-08-07,C032,1021.25,income,Partial
2022-08-11,C032,1531.88,income,UNKNOWN_ERROR
2022-08-23,C033,3109.55,income,Partial
2022-08-27,,4664.32,income,Partial
2022-09-08,C034,2668.81,income,Partial
2022-09-12,C034,4003.21,income,Partial
2022-08-06,C035,4653.51,income,Partial
2022-08-10,C035,6980.26,income,Partial
2022-08-02,C038,14558.85,income,Service
2022-08-27,C039,8810.83,income,Service
2022-08-31,C040,1039.14,income,Partial
2022-09-04,C040,1558.71,income,Partial
2022-09-14,C043,3551.9,income,Service
2022-08-18,C047,898.82,income,Service
2022-08-12,C048,6270.41,income,Partial
2022-08-16,C048,9405.62,income,Partial
2022-08-20,C051,1918.87,income,Partial
2022-08-24,C051,2878.31,income,Partial
2022-08-11,C054,6437.25,income,Service
2022-08-15,C071,17095.43,income,Service
2022-08-31,,4266.51,income,Service
2022-08-26,C078,895.53,income,Service
2022-08-24,C081,2694.71,income,Service
2022-09-02,C082,9247.94,income,Service
2022-08-24,C086,8416.7,income,Service
2022-09-04,C088,17502.87,income,Service
2022-08-29,C090,6065.72,income,Service
2022-08-21,C092,11868.55,income,Service
2022-09-07,C100,3535.74,income,Partial
2022-09-11,C100,5303.62,income,Partial
2022-09-01,SELF,1200.0,expense,Rent
2022-09-11,C001,1997.08,income,Partial
2022-09-15,C001,2995.62,income,Partial
2022-09-16,C002,593.57,income,Service
2022-09-13,C003,2343.79,income,Service
2022-09-07,C004,8650.84,income,Service
2022-10-01,C005,2335.98,income,Partial
2022-10-05,C005,3503.97,income,Partial
2022-09-12,C006,9900.49,income,UNKNOWN_ERROR
2022-09-14,C007,1416.13,income,Service
2022-09-23,C008,3363.32,income,Partial
2022-09-27,,5044.97,income,Partial
2022-10-12,C009,10783.82,income,Service
2022-09-15,C010,6349.51,income,Service
2022-09-15,C010,6349.51,income,Service
2022-09-09,C012,10637.9,income,UNKNOWN_ERROR
2022-09-07,C013,1074.39,income,Service
2022-09-25,C015,3034.98,income,Service
2022-09-08,C016,8848.42,income,Service
2022-09-07,C017,4292.34,income,Service
2022-10-08,C019,11491.72,income,Service
2022-09-25,C024,6091.57,income,Service
2022-09-29,C025,1689.19,income,Service
2022-10-02,C026,8972.08,income,Service
2022-10-14,C030,3937.24,income,UNKNOWN_ERROR
2022-09-15,C032,1170.24,income,Partial
2022-09-19,C032,1755.36,income,Partial
2022-09-26,C034,4081.79,income,UNKNOWN_ERROR
2022-09-27,C035,4729.83,income,Partial
2022-10-01,C035,7094.75,income,Partial
2022-09-11,C037,2446.73,income,Partial
2022-09-15,C037,3670.1,income,Partial
2022-09-30,C038,10128.8,income,Service
2022-10-11,C040,3219.35,income,Service
2022-09-18,C041,7067.85,income,Service
2022-09-17,C042,5396.66,income,Service
2022-10-13,C047,1635.99,income,Service
2022-09-25,C049,4750.28,income,Partial
2022-09-29,C049,7125.42,income,Partial
2022-09-05,C053,1186.88,income,Service
2022-09-03,C056,6597.42,income,Service
2022-09-27,C057,10064.09,income,Service
2022-09-29,C058,412.15,income,Partial
2022-10-03,C058,618.22,income,Partial
2022-10-16,C063,4282.47,income,Service
2022-09-21,C064,1114.98,income,UNKNOWN_ERROR
2022-09-25,C064,1672.47,income,Partial
2022-09-23,C065,2461.62,income,Service
2022-09-21,C066,5476.97,income,Service
2022-09-26,C069,10559.91,income,UNKNOWN_ERROR
2022-10-08,,8157.56,income,Service
2022-10-07,C072,15522.9,income,Service
2022-09-28,,4131.02,income,Partial
2022-10-02,C074,6196.53,income,Partial
2022-10-09,C078,412.04,income,Service
2022-09-07,C079,2918.46,income,Partial
2022-09-11,C079,4377.69,income,Partial
2022-10-11,C080,3767.37,income,Service
2022-09-24,C087,1597.9,income,Service
2022-09-04,C093,7079.28,income,Service
2022-09-10,C100,4482.63,income,Service
2022-10-01,SELF,1200.0,expense,Rent
2022-10-02,C001,5018.17,income,Service
2022-10-05,C002,611.93,income,Service
2022-11-08,C003,870.81,income,Partial
2022-11-12,C003,1306.22,income,Partial
2022-10-20,C004,8924.53,income,Service
2022-10-08,C005,5873.36,income,Service
2022-10-10,C006,9899.93,income,Service
2022-10-15,C007,1453.89,income,Service
2022-10-06,C008,7897.89,income,UNKNOWN_ERROR
2022-11-10,C009,10216.23,income,Service
2022-10-21,C010,6396.27,income,Service
2022-10-12,C015,2969.72,income,Service
2022-11-09,C016,11675.5,income,Service
2022-10-09,C017,4523.88,income,UNKNOWN_ERROR
2022-10-05,C018,4072.03,income,Partial
2022-10-09,C018,6108.04,income,Partial
2022-10-11,C020,793.0,income,Partial
2022-10-15,,1189.5,income,Partial
2022-10-14,C021,7737.66,income,Service
2022-11-15,,7174.96,income,Service
2022-11-08,C025,1223.81,income,Service
2022-11-11,C027,2431.02,income,Partial
2022-11-15,C027,3646.53,income,Partial
2022-11-10,C028,4299.81,income,Service
2022-10-31,C029,7088.34,income,Service
2022-11-13,C030,6367.96,income,Service
2022-10-10,C032,2553.54,income,Service
2022-10-23,C033,12134.3,income,Service
