invoice_id,client_id,due_date,paid_date,amount
INV01039,C099,2021-06-20,2021-07-24,1972.8
INV01040,C100,2021-07-02,2021-07-18,16903.8
INV01041,C001,2021-08-02,2021-09-03,4965.88
INV01042,C002,2021-07-29,2021-08-26,581.97
INV01043,C003,2021-08-25,2021-09-03,2149.34
INV01044,C005,2021-07-13,2021-08-24,2538.41
INV01045,C005,2021-07-19,2021-08-28,3807.62
INV01046,C006,2021-07-04,2021-08-10,10461.86
INV01047,C007,2021-08-03,2021-08-24,1350.21
INV01048,C008,2021-08-16,2021-09-03,8616.15
INV01049,C009,2021-07-30,2021-08-25,10722.48
INV01050,C010,2021-07-01,2021-08-10,6207.1
INV01051,C011,2021-07-24,2021-08-17,5535.72
INV01052,C015,2021-08-12,2021-09-08,1852.0
INV01053,C017,2021-08-19,2021-08-26,5961.15
INV01054,C021,2021-08-24,2021-09-01,7642.96
INV01055,C022,2021-08-15,2021-09-15,1077.59
INV01056,C023,2021-08-31,2021-09-10,8409.06
INV01057,C024,2021-07-12,2021-08-26,8262.21
INV01058,C025,2021-08-31,2021-09-14,1688.77
INV01059,C027,2021-07-30,2021-08-12,6178.08
INV01060,C028,2021-07-12,2021-08-24,2232.94
INV01061,C028,2021-08-19,2021-08-28,3349.42
INV01062,C030,2021-08-26,2021-09-13,4149.72
INV01063,C032,2021-07-04,2021-08-18,5218.2
INV01064,C035,2021-08-30,2021-09-08,8018.13
INV01065,C036,2021-08-15,2021-09-09,1814.4
INV01066,C036,2021-08-20,2021-09-13,2721.61
INV01067,C037,2021-08-12,2021-09-15,8198.35
INV01068,C040,2021-07-28,2021-08-14,1412.79
INV01069,C040,2021-08-10,2021-08-18,2119.18
INV01070,C045,2021-07-08,2021-08-22,1503.29
INV01071,C046,2021-06-20,2021-08-02,7610.75
INV01072,C047,2021-07-10,2021-08-21,1603.7
INV01073,C048,2021-07-25,2021-08-03,15476.61
INV01074,C049,2021-08-04,2021-09-03,9324.14
INV01075,C050,2021-08-02,2021-08-21,696.31
INV01076,C058,2021-08-14,2021-08-26,1400.29
INV01077,C064,2021-07-20,2021-08-02,1061.92
INV01078,C073,2021-08-12,2021-09-09,7253.23
INV01079,C074,2021-06-27,2021-08-11,7147.79
INV01080,C087,2021-07-21,2021-08-29,545.65
INV01081,C089,2021-08-05,2021-09-01,3783.34
INV01082,C096,2021-07-13,2021-08-15,13301.22
INV01083,C097,2021-08-04,2021-09-09,1411.85
INV01084,C099,2021-07-24,2021-08-17,11487.18
INV01085,C002,2021-09-10,2021-09-27,575.53
INV01086,C003,2021-09-13,2021-10-04,2160.6
INV01087,C004,2021-08-18,2021-09-12,9092.58
INV01088,C005,2021-09-06,2021-10-09,6007.8
INV01089,C006,2021-10-01,2021-10-12,10247.83
INV01090,C007,2021-08-14,2021-09-11,878.58
INV01091,C008,2021-10-03,2021-10-12,7880.6
INV01092,C009,2021-09-25,2021-10-12,4187.57
INV01093,C010,2021-09-30,2021-10-16,6348.06
INV01094,C011,2021-08-13,2021-09-21,6561.38
INV01095,C012,2021-08-08,2021-09-02,7958.05
INV01096,C014,2021-08-30,2021-09-09,9191.39
INV01097,C015,2021-09-18,2021-10-06,2723.46
INV01098,C016,2021-09-14,2021-09-25,13333.33
INV01099,C017,2021-10-03,2021-10-16,5463.22
INV01100,C018,2021-08-30,2021-10-10,2871.03
INV01101,C018,2021-09-12,2021-10-14,4306.55
INV01102,C020,2021-08-04,2021-09-03,2875.88
INV01103,C021,2021-09-03,2021-10-01,6765.62
INV01104,C025,2021-10-01,2021-10-08,933.69
INV01105,C028,2021-08-12,2021-09-26,4975.28
INV01106,C029,2021-09-09,2021-09-28,2570.76
INV01107,C029,2021-08-27,2021-10-02,3856.14
INV01108,C034,2021-09-21,2021-10-16,4589.49
INV01109,C035,2021-09-13,2021-09-28,13112.64
INV01110,C038,2021-09-13,2021-10-14,4231.46
INV01111,C038,2021-10-11,2021-10-18,6347.19
INV01112,C041,2021-09-27,2021-10-09,7454.88
INV01113,C044,2021-08-29,2021-09-15,11385.87
INV01114,C046,2021-09-21,2021-09-30,3930.75
INV01115,C046,2021-09-12,2021-10-04,5896.13
INV01116,C047,2021-09-04,2021-09-26,869.11
INV01117,C048,2021-09-06,2021-10-07,11788.78
INV01118,C049,2021-08-26,2021-09-04,7533.68
INV01119,C058,2021-09-13,2021-10-12,3177.32
INV01120,C059,2021-09-23,2021-10-13,2753.41
INV01121,C060,2021-08-19,2021-09-24,4932.5
INV01122,C061,2021-09-02,2021-10-03,3041.76
INV01123,C061,2021-09-18,2021-10-07,4562.65
INV01124,C062,2021-09-12,2021-10-08,4328.31
INV01125,C066,2021-08-31,2021-09-08,7742.07
INV01126,C068,2021-08-20,2021-09-08,2456.7
INV01127,C069,2021-08-11,2021-09-04,3428.93
INV01128,C073,2021-08-12,2021-09-11,1550.41
INV01129,C075,2021-08-28,2021-10-11,1444.33
INV01130,C076,2021-08-28,2021-09-09,2021.53
INV01131,C082,2021-08-12,2021-09-18,9700.93
INV01132,C085,2021-09-15,2021-09-22,1708.23
INV01133,C087,2021-08-26,2021-09-14,1070.28
INV01134,C087,2021-08-26,2021-09-18,1605.41
INV01135,C089,2021-09-02,2021-09-24,3644.92
INV01136,C089,2021-08-29,2021-09-28,5467.38
INV01137,C093,2021-09-06,2021-09-27,855.52
INV01138,C093,2021-08-29,2021-10-01,1283.28
INV01139,C096,2021-09-29,2021-10-06,17751.7
INV01140,C100,2021-08-26,2021-09-14,10216.14
INV01141,C001,2021-09-26,2021-10-03,4647.01
INV01142,C002,2021-10-22,2021-11-15,573.33
INV01143,C003,2021-09-11,2021-10-14,2194.12
INV01144,C004,2021-10-03,2021-10-14,8961.54
INV01145,C005,2021-10-31,2021-11-09,5944.8
INV01146,C006,2021-09-23,2021-10-15,10283.94
INV01147,C007,2021-09-20,2021-10-17,1390.35
INV01148,C008,2021-08-30,2021-10-08,8446.41
INV01149,C009,2021-10-14,2021-10-25,10359.65
INV01150,C010,2021-10-15,2021-11-06,2408.38
INV01151,C010,2021-10-04,2021-11-10,3612.57
INV01152,C012,2021-09-20,2021-10-17,8085.68
INV01153,C012,2021-09-15,2021-10-17,8085.68
INV01154,C013,2021-10-09,2021-11-09,1055.96
INV01155,C016,2021-10-03,2021-10-15,6226.85
INV01156,C017,2021-10-20,2021-11-01,5030.74
INV01157,C021,2021-10-08,2021-11-08,8868.53
INV01158,C022,2021-10-08,2021-11-08,1631.54
INV01159,C023,2021-09-25,2021-10-06,5783.77
INV01160,C023,2021-09-21,2021-10-10,8675.65
INV01161,C024,2021-10-06,2021-10-19,8370.5
INV01162,C025,2021-10-28,2021-11-04,1516.41
INV01163,C033,2021-09-21,2021-10-25,3099.08
INV01164,C033,2021-10-02,2021-10-29,4648.62
INV01165,C035,2021-08-31,2021-10-03,3493.02
INV01166,C035,2021-09-02,2021-10-07,5239.53
INV01167,C039,2021-10-18,2021-11-05,12449.47
INV01168,C044,2021-09-10,2021-10-09,6903.16
INV01169,C045,2021-09-25,2021-11-02,1360.22
INV01170,C046,2021-09-05,2021-10-03,8445.87
INV01171,C047,2021-09-25,2021-10-08,582.79
INV01172,C047,2021-09-28,2021-10-12,874.19
INV01173,C048,2021-09-17,2021-10-15,3980.45
INV01174,C048,2021-10-10,2021-10-19,5970.67
INV01175,C049,2021-10-03,2021-10-30,6708.16
INV01176,C050,2021-09-30,2021-10-10,752.91
INV01177,C050,2021-10-03,2021-10-10,752.91
INV01178,C051,2021-09-07,2021-10-04,2490.12
INV01179,C054,2021-10-15,2021-11-06,7424.87
INV01180,C054,2021-10-11,2021-11-10,11137.31
INV01181,C061,2021-09-18,2021-10-12,2360.06
INV01182,C081,2021-09-08,2021-10-11,7244.05
INV01183,C085,2021-09-07,2021-10-13,1408.99
INV01184,C090,2021-09-19,2021-10-21,2038.11
INV01185,C091,2021-09-05,2021-10-06,20675.01
INV01186,C092,2021-09-15,2021-10-24,15680.71
INV01187,C095,2021-10-17,2021-10-29,6790.65
INV01188,C097,2021-10-19,2021-11-12,1067.09
INV01189,C001,2021-11-05,2021-11-20,4698.74
INV01190,C002,2021-10-07,2021-11-20,593.65
INV01191,C003,2021-10-06,2021-11-19,945.12
INV01192,C003,2021-11-05,2021-11-23,1417.68
INV01193,C004,2021-10-12,2021-11-19,9523.12
INV01194,C005,2021-11-18,2021-12-06,5958.21
INV01195,C006,2021-10-21,2021-11-02,10381.8
INV01196,C007,2021-10-16,2021-11-15,1491.25
INV01197,C008,2021-10-12,2021-11-11,8074.82
INV01198,C009,2021-11-03,2021-11-22,4115.64
INV01199,C009,2021-11-18,2021-11-26,6173.45
INV01200,C010,2021-10-13,2021-11-23,6120.63
INV01201,C011,2021-11-22,2021-12-10,4473.54
INV01202,C012,2021-11-04,2021-11-17,3281.14
INV01203,C012,2021-11-11,2021-11-21,4921.7
INV01204,C013,2021-10-24,2021-11-29,2198.7
INV01205,C014,2021-10-22,2021-11-28,9487.73
INV01206,C015,2021-10-20,2021-11-28,3656.91
INV01207,C016,2021-10-15,2021-11-18,11019.15
INV01208,C017,2021-10-28,2021-12-01,2742.51
INV01209,C017,2021-10-31,2021-12-05,4113.77
INV01210,C018,2021-10-13,2021-11-16,6133.51
INV01211,C020,2021-11-02,2021-12-02,1386.42
INV01212,C021,2021-10-18,2021-11-13,2351.3
INV01213,C021,2021-10-17,2021-11-17,3526.95
INV01214,C022,2021-11-01,2021-12-10,311.97
INV01215,C022,2021-11-05,2021-12-14,467.96
INV01216,C024,2021-09-26,2021-11-10,8932.09
INV01217,C027,2021-10-24,2021-12-07,4862.29
INV01218,C028,2021-12-03,2021-12-13,3282.46
INV01219,C029,2021-10-19,2021-11-18,4890.86
INV01220,C031,2021-10-19,2021-11-03,1384.03
INV01221,C033,2021-10-01,2021-11-09,11178.3
INV01222,C033,2021-09-25,2021-11-09,11178.3
INV01223,C038,2021-10-31,2021-11-12,4417.18
INV01224,C038,2021-10-27,2021-11-16,6625.77
INV01225,C039,2021-09-29,2021-11-05,4655.12
INV01226,C039,2021-10-26,2021-11-09,6982.68
INV01227,C042,2021-11-01,2021-12-06,5377.85
INV01228,C044,2021-11-07,2021-11-23,12533.3
INV01229,C046,2021-11-07,2021-11-25,9996.25
INV01230,C056,2021-10-19,2021-11-02,3719.58
INV01231,C057,2021-10-25,2021-11-17,7146.15
INV01232,C058,2021-10-12,2021-11-14,2667.57
INV01233,C061,2021-11-06,2021-12-10,3293.29
INV01234,C063,2021-10-03,2021-11-04,1689.15
INV01235,C063,2021-10-30,2021-11-08,2533.72
INV01236,C064,2021-10-20,2021-11-14,4177.32
INV01237,C066,2021-11-10,2021-11-17,939.06
INV01238,C066,2021-10-07,2021-11-21,1408.59
INV01239,C070,2021-10-10,2021-11-03,11885.37
INV01240,C075,2021-10-07,2021-11-14,1040.92
INV01241,C075,2021-10-07,2021-11-18,1561.39
INV01242,C077,2021-10-15,2021-11-07,1160.34
INV01243,C077,2021-10-13,2021-11-11,1740.52
INV01244,C088,2021-11-01,2021-12-09,6172.27
INV01245,C088,2021-11-07,2021-12-13,9258.41
INV01246,C089,2021-10-20,2021-11-19,5766.81
INV01247,C092,2021-10-06,2021-11-04,3509.1
INV01248,C095,2021-10-31,2021-11-07,11682.44
INV01249,C097,2021-10-08,2021-11-17,1206.16
INV01250,C099,2021-10-02,2021-11-05,13526.36
INV01251,C001,2021-12-17,2022-01-03,2009.65
INV01252,C001,2021-12-06,2022-01-07,3014.48
INV01253,C002,2021-11-30,2022-01-07,598.1
INV01254,C003,2021-11-27,2021-12-10,896.14
INV01255,C003,2021-10-30,2021-12-14,1344.2
INV01256,C004,2021-12-18,2021-12-26,8885.77
INV01257,C005,2021-10-29,2021-12-07,2520.92
INV01258,C005,2021-12-02,2021-12-11,3781.38
INV01259,C006,2021-12-09,2021-12-31,10171.29
INV01260,C008,2021-12-11,2022-01-02,3373.32
INV01261,C008,2021-12-29,2022-01-06,5059.98
INV01262,C009,2021-11-14,2021-12-20,9891.23
INV01263,C010,2021-11-11,2021-12-04,6267.1
INV01264,C011,2021-11-13,2021-12-07,4549.6
INV01265,C012,2021-11-19,2021-12-26,12431.85
INV01266,C014,2021-12-22,2021-12-30,4994.86
INV01267,C015,2021-11-06,2021-12-20,876.79
INV01268,C015,2021-12-10,2021-12-24,1315.19
INV01269,C017,2021-11-16,2021-12-20,4684.95
INV01270,C018,2021-12-05,2022-01-01,7244.51
INV01271,C019,2021-11-27,2021-12-16,6612.53
INV01272,C022,2021-12-28,2022-01-06,871.37
INV01273,C024,2021-11-11,2021-12-23,10336.53
INV01274,C026,2021-11-26,2021-12-30,2504.8
INV01275,C026,2021-12-25,2022-01-03,3757.19
INV01276,C027,2021-12-23,2022-01-13,5897.03
INV01277,C028,2021-12-29,2022-01-14,6043.04
INV01278,C029,2021-11-27,2021-12-05,2129.15
INV01279,C029,2021-11-03,2021-12-09,3193.72
INV01280,C030,2021-11-11,2021-12-15,5530.68
INV01281,C031,2021-12-30,2022-01-06,1675.55
INV01282,C032,2021-11-21,2022-01-02,3882.69
INV01283,C034,2021-11-29,2022-01-13,5940.83
INV01284,C035,2021-12-27,2022-01-15,11625.55
INV01285,C036,2021-11-21,2022-01-04,4760.27
INV01286,C037,2021-12-03,2022-01-15,7077.62
INV01287,C039,2021-11-18,2021-12-05,8847.13
INV01288,C044,2021-10-21,2021-12-02,13009.79
INV01289,C045,2021-12-05,2022-01-04,1198.68
INV01290,C046,2021-12-19,2021-12-31,5023.61
INV01291,C050,2021-11-17,2021-12-26,247.32
INV01292,C050,2021-12-10,2021-12-30,370.98
INV01293,C053,2021-12-22,2021-12-31,3540.76
INV01294,C055,2021-10-28,2021-12-02,1326.52
INV01295,C056,2021-11-21,2021-12-05,14024.1
INV01296,C059,2021-11-23,2021-12-20,3791.58
INV01297,C061,2021-11-22,2021-12-22,1539.01
INV01298,C064,2021-11-18,2021-12-26,3485.74
INV01299,C069,2021-12-16,2022-01-11,7340.58
INV01300,C073,2021-12-14,2021-12-26,426.56
INV01301,C073,2021-12-05,2021-12-30,639.83
INV01302,C076,2021-12-05,2022-01-11,1999.68
INV01303,C077,2021-11-17,2021-12-05,706.48
INV01304,C077,2021-10-27,2021-12-09,1059.71
INV01305,C080,2021-11-25,2021-12-12,2846.14
INV01306,C089,2021-11-06,2021-12-05,10366.34
INV01307,C090,2021-11-19,2021-12-31,5387.27
INV01308,C091,2021-11-28,2021-12-21,3328.52
INV01309,C093,2021-11-30,2022-01-05,739.29
INV01310,C093,2021-11-30,2022-01-09,1108.94
INV01311,C097,2021-12-31,2022-01-15,175.16
INV01312,C097,2021-12-18,2022-01-19,262.74
INV01313,C098,2021-11-15,2021-12-05,15031.37
INV01314,C100,2021-12-28,2022-01-11,6165.94
INV01315,C100,2021-12-25,2022-01-15,9248.92
INV01316,C002,2022-01-16,2022-01-30,584.72
INV01317,C003,2021-12-11,2022-01-06,2337.1
INV01318,C004,2022-01-01,2022-02-07,9306.54
INV01319,C005,2021-12-22,2022-01-04,6200.0
INV01320,C006,2022-01-04,2022-02-09,9939.29
INV01321,C007,2022-01-11,2022-01-20,1455.8
INV01322,C008,2021-12-20,2022-01-04,8144.78
INV01323,C009,2021-12-04,2022-01-14,10115.12
INV01324,C010,2021-12-27,2022-02-10,6064.29
INV01325,C014,2022-01-26,2022-02-09,9032.75
INV01326,C015,2022-01-16,2022-02-02,904.64
INV01327,C015,2022-01-28,2022-02-06,1356.95
INV01328,C016,2022-01-02,2022-02-10,9854.33
INV01329,C018,2021-11-25,2022-01-07,7896.29
INV01330,C019,2021-11-28,2022-01-06,6998.37
INV01331,C020,2022-01-03,2022-01-25,2610.65
INV01332,C024,2021-12-29,2022-01-29,2348.93
INV01333,C024,2022-01-22,2022-02-02,3523.4
INV01334,C025,2022-01-21,2022-02-08,919.34
INV01335,C026,2022-01-08,2022-01-25,6764.31
INV01336,C028,2021-12-22,2022-01-06,5478.97
INV01337,C029,2021-12-07,2022-01-05,6474.72
INV01338,C029,2021-12-07,2022-01-05,6474.72
INV01339,C030,2021-12-29,2022-02-10,6238.66
INV01340,C032,2021-12-26,2022-01-14,1372.96
INV01341,C032,2021-12-14,2022-01-18,2059.44
INV01342,C033,2021-12-29,2022-01-13,6143.99
INV01343,C034,2021-12-08,2022-01-11,6091.93
INV01344,C035,2021-12-09,2022-01-03,8884.57
INV01345,C036,2021-12-17,2022-01-28,975.41
INV01346,C036,2022-01-24,2022-02-01,1463.11
INV01347,C039,2021-12-30,2022-01-19,10244.68
INV01348,C040,2021-12-13,2022-01-05,2785.59
INV01349,C041,2021-12-22,2022-01-23,5897.99
INV01350,C044,2021-12-30,2022-01-24,6983.31
INV01351,C045,2022-01-29,2022-02-08,1467.86
INV01352,C046,2021-12-15,2022-01-16,8403.97
INV01353,C047,2021-12-29,2022-01-25,600.7
INV01354,C047,2022-01-18,2022-01-29,901.06
INV01355,C047,2021-12-27,2022-01-25,1501.76
INV01356,C048,2022-01-08,2022-02-12,14261.09
INV01357,C050,2021-12-20,2022-01-04,741.08
INV01358,C055,2022-02-02,2022-02-11,1309.74
INV01359,C059,2021-12-04,2022-01-03,8828.8
INV01360,C071,2021-12-15,2022-01-12,13118.17
INV01361,C074,2021-12-23,2022-01-23,8436.76
INV01362,C075,2021-12-26,2022-02-04,10499.29
INV01363,C077,2022-01-06,2022-02-04,5044.03
INV01364,C078,2022-01-10,2022-02-04,343.3
INV01365,C080,2021-12-25,2022-01-08,2347.39
INV01366,C081,2021-12-31,2022-01-08,2358.97
INV01367,C083,2022-02-03,2022-02-11,15128.67
INV01368,C090,2022-01-02,2022-02-01,4268.03
INV01369,C094,2022-01-12,2022-02-07,3957.88
INV01370,C097,2022-01-16,2022-02-14,2039.19
INV01371,C098,2021-12-16,2022-01-06,4739.7
INV01372,C001,2022-01-29,2022-03-13,4677.31
INV01373,C002,2022-02-06,2022-02-15,560.54
INV01374,C003,2022-01-05,2022-02-17,893.7
INV01375,C003,2022-01-22,2022-02-21,1340.56
INV01376,C004,2022-01-25,2022-02-18,3507.18
INV01377,C005,2022-02-16,2022-03-10,6252.56
INV01378,C006,2022-01-25,2022-03-05,9844.53
INV01379,C007,2022-02-25,2022-03-07,1477.69
INV01380,C008,2022-01-26,2022-02-20,8654.34
INV01381,C009,2022-02-26,2022-03-18,4092.52
INV01382,C009,2022-02-27,2022-03-22,6138.78
INV01383,C013,2022-03-08,2022-03-15,1194.04
INV01384,C020,2022-01-28,2022-02-05,1082.53
INV01385,C020,2022-01-17,2022-02-09,1623.8
INV01386,C022,2022-01-01,2022-02-05,1611.48
INV01387,C022,2021-12-29,2022-02-05,1611.48
INV01388,C024,2022-02-15,2022-02-27,8696.55
INV01389,C026,2022-02-14,2022-02-28,6668.4
INV01390,C030,2022-01-28,2022-03-01,7889.27
INV01391,C033,2022-01-26,2022-02-05,10661.38
INV01392,C034,2022-01-25,2022-02-07,8337.23
INV01393,C035,2022-01-31,2022-03-01,14344.82
INV01394,C036,2022-01-10,2022-02-09,4724.1
INV01395,C037,2022-02-10,2022-02-17,11076.74
INV01396,C038,2022-01-29,2022-02-26,6497.47
INV01397,C041,2022-01-19,2022-02-21,8622.8
INV01398,C046,2022-03-01,2022-03-17,6227.67
INV01399,C048,2022-02-05,2022-03-15,7885.13
INV01400,C050,2022-01-12,2022-02-13,1310.1
INV01401,C052,2021-12-25,2022-02-02,3941.66
INV01402,C053,2022-01-25,2022-02-12,2924.14
INV01403,C055,2021-12-24,2022-02-02,1609.3
INV01404,C061,2022-01-17,2022-02-13,3314.54
INV01405,C061,2022-01-15,2022-02-17,4971.8
INV01406,C062,2022-01-13,2022-02-15,6826.9
INV01407,C067,2022-02-26,2022-03-10,1801.38
INV01408,C068,2022-02-24,2022-03-18,2503.3
INV01409,C068,2022-03-03,2022-03-22,3754.95
INV01410,C069,2022-03-10,2022-03-21,3332.69
INV01411,C072,2022-01-22,2022-02-03,3854.55
INV01412,C077,2022-02-27,2022-03-09,1651.43
INV01413,C087,2022-02-04,2022-03-03,590.9
INV01414,C087,2022-02-27,2022-03-07,886.35
INV01415,C089,2022-01-27,2022-02-21,8373.89
INV01416,C091,2022-02-11,2022-03-04,20314.08
INV01417,C095,2022-02-17,2022-03-08,10827.94
INV01418,C097,2022-01-07,2022-02-21,2532.48
INV01419,C001,2022-03-19,2022-04-09,4791.45
INV01420,C002,2022-03-26,2022-04-11,564.75
INV01421,C003,2022-03-10,2022-04-04,2162.75
INV01422,C005,2022-01-21,2022-03-06,5924.07
INV01423,C006,2022-02-25,2022-03-27,3905.86
INV01424,C006,2022-03-03,2022-03-31,5858.78
INV01425,C007,2022-02-17,2022-03-27,550.05
INV01426,C007,2022-03-22,2022-03-31,825.07
INV01427,C008,2022-02-05,2022-03-13,8631.27
INV01428,C009,2022-03-07,2022-03-14,10018.83
INV01429,C010,2022-03-25,2022-04-03,6375.17
INV01430,C011,2022-02-07,2022-03-19,2384.4
INV01431,C011,2022-02-28,2022-03-23,3576.6
INV01432,C012,2022-02-17,2022-03-28,3318.18
INV01433,C012,2022-03-01,2022-04-01,4977.27
INV01434,C017,2022-02-26,2022-04-12,5694.26
INV01435,C018,2022-03-17,2022-04-14,11722.57
INV01436,C021,2022-03-01,2022-04-11,1925.1
INV01437,C021,2022-03-27,2022-04-15,2887.65
INV01438,C022,2022-02-02,2022-03-16,1261.31
INV01439,C023,2022-03-22,2022-03-29,5992.45
INV01440,C023,2022-03-14,2022-04-02,8988.68
INV01441,C024,2022-02-20,2022-04-04,9620.87
INV01442,C029,2022-01-22,2022-03-08,7498.55
INV01443,C031,2022-02-22,2022-03-12,423.31
INV01444,C031,2022-01-30,2022-03-12,1058.27
INV01445,C032,2022-03-15,2022-04-05,1779.48
INV01446,C032,2022-03-13,2022-04-09,2669.21
INV01447,C035,2022-03-13,2022-04-13,10697.85
INV01448,C041,2022-02-17,2022-03-28,10485.66
INV01449,C042,2022-01-31,2022-03-07,7268.11
INV01450,C042,2022-02-09,2022-03-07,7268.11
INV01451,C043,2022-03-10,2022-04-09,4624.81
INV01452,C048,2022-03-06,2022-03-21,12626.43
INV01453,C049,2022-03-01,2022-03-15,9463.81
INV01454,C050,2022-02-17,2022-03-27,1027.08
INV01455,C051,2022-03-27,2022-04-15,769.78
INV01456,C052,2022-02-17,2022-04-02,2036.07
INV01457,C059,2022-02-09,2022-03-08,12885.25
INV01458,C064,2022-02-06,2022-03-12,2720.75
INV01459,C065,2022-02-15,2022-03-19,957.12
INV01460,C065,2022-02-11,2022-03-23,1435.69
INV01461,C070,2022-01-30,2022-03-07,16807.56
INV01462,C078,2022-02-14,2022-03-25,1025.47
INV01463,C078,2022-03-04,2022-03-29,1538.21
INV01464,C085,2022-03-11,2022-04-03,322.66
INV01465,C086,2022-01-18,2022-03-02,8161.71
INV01466,C087,2022-02-23,2022-03-20,550.44
INV01467,C088,2022-01-26,2022-03-08,14163.29
INV01468,C089,2022-02-27,2022-04-04,13118.62
INV01469,C090,2022-03-27,2022-04-03,2386.51
INV01470,C090,2022-03-31,2022-04-07,3579.76
INV01471,C097,2022-03-09,2022-03-19,1708.99
INV01472,C099,2022-02-08,2022-03-06,6651.85
INV01473,C001,2022-03-16,2022-04-02,5026.26
INV01474,C002,2022-03-18,2022-04-15,598.17
INV01475,C003,2022-04-01,2022-04-17,2360.2
INV01476,C004,2022-03-27,2022-04-03,9427.2
INV01477,C005,2022-03-30,2022-05-01,5760.94
INV01478,C006,2022-03-04,2022-04-05,10258.66
INV01479,C006,2022-03-20,2022-04-05,10258.66
INV01480,C007,2022-03-24,2022-05-08,575.39
INV01481,C007,2022-04-24,2022-05-12,863.09
INV01482,C008,2022-05-08,2022-05-15,8182.86
INV01483,C009,2022-04-03,2022-04-24,10610.99
INV01484,C010,2022-03-23,2022-04-27,2448.3
INV01485,C010,2022-04-16,2022-05-01,3672.45
INV01486,C014,2022-03-25,2022-04-04,1811.7
INV01487,C014,2022-03-05,2022-04-08,2717.55
INV01488,C018,2022-02-26,2022-04-04,11495.65
INV01489,C019,2022-04-10,2022-05-05,10664.6
INV01490,C019,2022-03-26,2022-05-05,10664.6
INV01491,C020,2022-03-27,2022-04-27,2377.75
INV01492,C024,2022-03-16,2022-04-12,5763.08
INV01493,C027,2022-04-24,2022-05-08,4017.79
INV01494,C028,2022-03-27,2022-04-29,5342.21
INV01495,C029,2022-04-02,2022-05-06,3104.92
INV01496,C029,2022-04-07,2022-05-10,4657.38
INV01497,C030,2022-04-22,2022-05-11,1640.53
INV01498,C030,2022-04-10,2022-05-15,2460.8
INV01499,C031,2022-04-19,2022-05-12,322.7
INV01500,C031,2022-04-11,2022-05-16,484.05
INV01501,C033,2022-04-08,2022-05-16,3039.7
INV01502,C033,2022-04-26,2022-05-20,4559.55
INV01503,C034,2022-03-23,2022-04-23,4074.35
INV01504,C036,2022-04-07,2022-04-27,2971.39
INV01505,C037,2022-04-16,2022-05-03,2705.89
INV01506,C040,2022-04-22,2022-05-09,3934.47
INV01507,C042,2022-04-02,2022-04-12,8756.18
INV01508,C045,2022-03-12,2022-04-03,1271.13
INV01509,C046,2022-03-26,2022-04-13,3656.6
INV01510,C046,2022-03-21,2022-04-17,5484.9
INV01511,C047,2022-03-09,2022-04-05,606.5
INV01512,C047,2022-03-23,2022-04-09,909.76
INV01513,C048,2022-03-19,2022-04-27,11818.48
INV01514,C049,2022-04-25,2022-05-02,11904.6
INV01515,C056,2022-04-11,2022-04-26,3593.66
INV01516,C060,2022-04-21,2022-05-03,2167.51
INV01517,C060,2022-04-30,2022-05-07,3251.26
INV01518,C063,2022-03-19,2022-04-19,4160.17
INV01519,C064,2022-03-28,2022-04-08,3112.05
INV01520,C065,2022-03-27,2022-04-05,2252.41
INV01521,C070,2022-04-04,2022-05-06,3538.69
INV01522,C070,2022-04-28,2022-05-10,5308.04
INV01523,C071,2022-04-02,2022-04-21,15162.68
INV01524,C076,2022-03-20,2022-04-16,859.27
INV01525,C076,2022-04-08,2022-04-20,1288.9
INV01526,C078,2022-04-12,2022-04-27,1145.09
INV01527,C079,2022-04-07,2022-05-05,656.29
INV01528,C079,2022-03-28,2022-05-09,984.43
INV01529,C081,2022-03-10,2022-04-16,5101.14
INV01530,C084,2022-02-24,2022-04-09,6994.54
INV01531,C085,2022-04-02,2022-04-30,1444.28
INV01532,C093,2022-03-25,2022-04-24,3834.14
INV01533,C093,2022-04-02,2022-04-28,5751.21
INV01534,C095,2022-03-22,2022-05-04,14125.76
INV01535,C096,2022-04-25,2022-05-08,12756.32
INV01536,C001,2022-04-29,2022-05-20,4850.42
INV01537,C002,2022-04-24,2022-05-07,354.32
INV01538,C003,2022-05-01,2022-05-11,2176.16
INV01539,C004,2022-04-26,2022-05-21,8929.86
INV01540,C005,2022-05-05,2022-06-06,6234.88
INV01541,C006,2022-04-15,2022-05-30,10225.62
INV01542,C007,2022-04-07,2022-05-20,1488.91
INV01543,C008,2022-05-10,2022-05-22,8327.17
INV01544,C009,2022-04-15,2022-05-30,9974.99
INV01545,C010,2022-05-06,2022-05-24,6269.29
INV01546,C011,2022-05-07,2022-05-21,7672.99
INV01547,C012,2022-04-25,2022-06-09,10352.24
INV01548,C013,2022-04-27,2022-05-28,754.8
INV01549,C013,2022-04-30,2022-06-01,1132.2
INV01550,C014,2022-05-04,2022-05-25,6108.27
INV01551,C015,2022-05-18,2022-06-06,1851.83
INV01552,C016,2022-04-27,2022-05-21,5281.8
INV01553,C016,2022-05-18,2022-05-25,7922.7
INV01554,C017,2022-04-30,2022-05-16,5684.5
INV01555,C017,2022-04-28,2022-05-16,5684.5
INV01556,C018,2022-05-05,2022-06-15,9138.54
INV01557,C020,2022-04-21,2022-05-21,2288.2
INV01558,C021,2022-04-07,2022-05-12,5091.33
